"wife_work" "wife_age" "wife_edu" "husband_edu" "children" "husband_job" "living_index"
"1" 33 "2" "2" 3 "2" "3"
"1" 28 "2" "3" 2 "3" "3"
"1" 32 "4" "4" 4 "2" "4"
"1" 49 "4" "4" 10 "1" "4"
"1" 39 "4" "4" 3 "1" "4"
"1" 36 "4" "4" 3 "1" "3"
"1" 20 "3" "4" 1 "2" "4"
"1" 23 "4" "4" 1 "3" "4"
"1" 26 "2" "4" 2 "1" "3"
"1" 25 "3" "3" 1 "3" "1"
"1" 31 "4" "4" 1 "1" "4"
"1" 36 "4" "4" 2 "2" "4"
"1" 36 "4" "4" 3 "1" "4"
"1" 40 "4" "4" 3 "1" "4"
"1" 46 "4" "4" 4 "1" "4"
"1" 42 "4" "4" 8 "1" "4"
"1" 34 "4" "4" 2 "1" "4"
"1" 36 "4" "4" 3 "1" "4"
"1" 37 "4" "4" 3 "1" "4"
"1" 36 "4" "4" 4 "1" "4"
"1" 38 "4" "4" 2 "1" "4"
"1" 37 "4" "3" 8 "1" "4"
"1" 42 "2" "4" 8 "1" "4"
"1" 34 "2" "3" 2 "3" "3"
"1" 34 "4" "4" 4 "3" "3"
"1" 47 "4" "4" 8 "1" "4"
"1" 34 "4" "4" 3 "1" "4"
"1" 44 "4" "4" 6 "1" "3"
"1" 21 "4" "4" 1 "1" "4"
"1" 42 "4" "4" 6 "1" "3"
"1" 19 "4" "4" 1 "2" "3"
"1" 24 "4" "4" 1 "3" "2"
"1" 32 "3" "4" 7 "1" "3"
"1" 40 "4" "4" 4 "1" "3"
"1" 35 "3" "3" 4 "3" "2"
"1" 26 "3" "4" 3 "3" "4"
"1" 23 "4" "3" 3 "3" "3"
"1" 37 "4" "4" 3 "1" "4"
"1" 39 "4" "4" 5 "2" "4"
"1" 25 "4" "4" 2 "2" "4"
"1" 48 "4" "4" 4 "1" "4"
"1" 31 "4" "4" 3 "1" "4"
"1" 26 "4" "4" 1 "2" "4"
"1" 36 "2" "1" 6 "2" "1"
"1" 37 "2" "3" 7 "3" "4"
"1" 28 "3" "3" 3 "1" "2"
"1" 40 "2" "3" 6 "1" "2"
"1" 33 "4" "4" 4 "1" "4"
"1" 22 "4" "4" 1 "1" "2"
"1" 32 "4" "4" 3 "3" "3"
"1" 29 "4" "4" 2 "1" "4"
"1" 30 "4" "1" 4 "3" "3"
"1" 36 "4" "4" 4 "2" "4"
"1" 33 "4" "4" 3 "3" "4"
"1" 33 "3" "4" 5 "3" "3"
"1" 43 "2" "4" 13 "2" "3"
"1" 35 "3" "3" 6 "2" "3"
"1" 38 "4" "4" 5 "1" "3"
"1" 25 "3" "1" 4 "3" "1"
"1" 26 "3" "3" 2 "3" "2"
"1" 24 "4" "4" 1 "3" "4"
"1" 22 "3" "4" 1 "4" "4"
"1" 45 "3" "3" 7 "3" "4"
"1" 47 "2" "2" 7 "2" "4"
"1" 36 "3" "2" 6 "3" "2"
"1" 45 "3" "3" 8 "2" "3"
"1" 44 "4" "4" 7 "3" "2"
"1" 24 "2" "4" 2 "3" "3"
"1" 34 "4" "4" 5 "3" "4"
"1" 31 "3" "4" 4 "1" "3"
"1" 27 "4" "4" 3 "1" "4"
"1" 36 "3" "4" 7 "2" "2"
"1" 35 "4" "4" 4 "3" "3"
"1" 38 "4" "4" 6 "3" "3"
"1" 44 "4" "4" 7 "2" "4"
"1" 25 "4" "4" 1 "1" "4"
"1" 25 "4" "4" 2 "1" "3"
"1" 41 "4" "4" 4 "1" "4"
"1" 41 "3" "4" 5 "1" "3"
"1" 33 "4" "4" 3 "3" "3"
"1" 28 "4" "4" 4 "1" "3"
"1" 21 "2" "2" 1 "3" "2"
"1" 30 "3" "4" 2 "1" "4"
"1" 37 "4" "4" 5 "3" "4"
"1" 49 "3" "3" 11 "1" "4"
"1" 41 "3" "3" 5 "1" "4"
"1" 43 "3" "4" 5 "3" "2"
"1" 47 "1" "1" 10 "3" "3"
"1" 22 "4" "4" 1 "1" "3"
"1" 34 "3" "4" 2 "2" "3"
"1" 42 "3" "3" 4 "2" "4"
"1" 36 "4" "4" 3 "2" "4"
"1" 21 "4" "4" 1 "2" "1"
"1" 43 "4" "4" 3 "1" "4"
"1" 35 "4" "4" 3 "2" "3"
"1" 43 "4" "4" 6 "1" "4"
"1" 48 "4" "4" 7 "1" "4"
"1" 28 "4" "4" 2 "1" "3"
"1" 24 "4" "4" 1 "1" "4"
"1" 39 "4" "4" 3 "1" "4"
"1" 24 "4" "4" 1 "1" "4"
"1" 33 "4" "3" 5 "2" "4"
"1" 29 "4" "4" 2 "3" "4"
"1" 44 "4" "4" 5 "1" "4"
"1" 17 "4" "4" 1 "2" "4"
"1" 35 "3" "4" 3 "2" "2"
"1" 32 "3" "4" 5 "1" "2"
"1" 44 "4" "4" 4 "1" "4"
"1" 42 "4" "4" 5 "1" "4"
"1" 40 "4" "4" 6 "1" "3"
"1" 44 "4" "4" 3 "1" "4"
"1" 33 "4" "4" 5 "2" "4"
"1" 31 "4" "2" 2 "1" "3"
"1" 37 "4" "4" 3 "3" "4"
"1" 45 "4" "4" 3 "2" "4"
"1" 26 "4" "4" 2 "1" "4"
"1" 40 "3" "4" 2 "3" "4"
"1" 30 "4" "4" 1 "2" "4"
"1" 33 "3" "4" 3 "2" "4"
"1" 41 "4" "4" 5 "2" "4"
"1" 45 "3" "3" 6 "2" "4"
"1" 48 "4" "4" 6 "2" "4"
"1" 38 "4" "4" 4 "3" "4"
"1" 30 "3" "4" 7 "2" "4"
"1" 35 "2" "2" 6 "3" "4"
"1" 34 "4" "4" 6 "3" "4"
"1" 37 "4" "4" 4 "1" "4"
"1" 38 "4" "4" 6 "1" "4"
"1" 30 "3" "3" 2 "2" "3"
"1" 46 "4" "4" 4 "1" "4"
"1" 31 "4" "4" 3 "2" "4"
"1" 41 "4" "4" 6 "1" "4"
"1" 41 "4" "4" 7 "2" "4"
"1" 44 "4" "4" 4 "1" "4"
"1" 39 "4" "4" 4 "1" "4"
"1" 39 "4" "4" 5 "1" "4"
"1" 45 "4" "4" 4 "1" "4"
"1" 33 "4" "4" 3 "1" "4"
"1" 39 "4" "4" 3 "1" "4"
"1" 34 "3" "3" 6 "3" "4"
"1" 33 "3" "3" 5 "3" "4"
"1" 34 "2" "2" 8 "2" "2"
"1" 27 "3" "2" 5 "2" "4"
"1" 47 "1" "1" 8 "3" "4"
"1" 25 "2" "4" 3 "1" "4"
"1" 24 "3" "4" 5 "1" "2"
"1" 29 "3" "3" 4 "3" "4"
"1" 27 "2" "2" 5 "3" "1"
"1" 40 "3" "4" 5 "1" "2"
"1" 30 "2" "2" 6 "3" "1"
"1" 17 "2" "2" 1 "3" "2"
"1" 28 "1" "2" 4 "2" "3"
"1" 27 "2" "4" 1 "1" "4"
"1" 21 "3" "3" 1 "3" "3"
"1" 30 "2" "2" 4 "2" "4"
"1" 48 "4" "4" 16 "1" "4"
"1" 29 "4" "4" 2 "3" "4"
"1" 20 "3" "4" 2 "1" "3"
"1" 28 "4" "4" 1 "3" "2"
"1" 25 "2" "3" 1 "3" "1"
"1" 43 "4" "4" 3 "1" "4"
"1" 35 "4" "4" 2 "2" "4"
"1" 30 "4" "4" 1 "1" "4"
"1" 29 "1" "4" 3 "4" "4"
"1" 33 "3" "4" 8 "3" "4"
"1" 27 "2" "4" 3 "4" "4"
"1" 33 "2" "4" 3 "2" "4"
"1" 20 "3" "3" 2 "2" "4"
"1" 26 "2" "4" 3 "3" "4"
"1" 24 "3" "3" 2 "3" "3"
"1" 45 "1" "3" 3 "3" "2"
"1" 34 "3" "4" 4 "1" "3"
"1" 49 "4" "3" 13 "1" "4"
"1" 33 "4" "4" 5 "1" "4"
"1" 33 "3" "3" 8 "3" "4"
"1" 24 "3" "4" 3 "1" "4"
"1" 30 "2" "2" 4 "2" "1"
"1" 27 "2" "4" 4 "2" "1"
"1" 23 "4" "3" 1 "2" "2"
"1" 35 "4" "4" 4 "1" "4"
"1" 35 "4" "4" 1 "1" "4"
"1" 29 "3" "3" 1 "3" "3"
"1" 33 "3" "3" 3 "3" "3"
"1" 36 "4" "4" 6 "1" "2"
"1" 36 "4" "4" 4 "1" "4"
"1" 41 "4" "4" 1 "3" "3"
"1" 38 "3" "4" 3 "3" "2"
"1" 29 "2" "4" 3 "3" "3"
"1" 19 "4" "4" 1 "1" "3"
"1" 34 "2" "3" 2 "2" "3"
"1" 26 "2" "4" 3 "3" "4"
"1" 22 "4" "4" 1 "2" "3"
"1" 42 "4" "4" 7 "2" "4"
"1" 27 "3" "4" 2 "3" "2"
"1" 27 "4" "4" 2 "1" "4"
"1" 21 "4" "4" 1 "3" "1"
"1" 36 "2" "3" 7 "3" "3"
"1" 29 "2" "3" 4 "2" "1"
"1" 22 "3" "2" 2 "2" "1"
"1" 20 "2" "3" 1 "2" "1"
"1" 27 "3" "3" 3 "2" "3"
"1" 25 "4" "4" 3 "1" "4"
"1" 25 "4" "3" 2 "3" "3"
"1" 32 "2" "3" 4 "3" "2"
"1" 39 "3" "4" 2 "1" "3"
"1" 31 "3" "3" 3 "2" "1"
"1" 26 "4" "4" 4 "3" "4"
"1" 30 "3" "3" 7 "3" "4"
"1" 34 "2" "4" 4 "3" "3"
"1" 43 "4" "4" 3 "1" "4"
"1" 32 "4" "4" 3 "1" "4"
"1" 41 "4" "4" 5 "1" "4"
"1" 32 "4" "4" 3 "1" "4"
"1" 46 "4" "4" 4 "1" "4"
"1" 21 "4" "4" 1 "2" "3"
"1" 32 "4" "4" 3 "1" "4"
"1" 25 "4" "4" 1 "3" "3"
"1" 24 "4" "4" 1 "1" "3"
"1" 22 "4" "4" 1 "3" "3"
"1" 32 "4" "4" 4 "1" "3"
"1" 25 "1" "2" 2 "2" "1"
"1" 31 "3" "3" 6 "3" "1"
"1" 19 "2" "4" 1 "2" "3"
"1" 24 "2" "2" 2 "3" "4"
"1" 19 "3" "3" 3 "2" "3"
"1" 27 "2" "2" 5 "3" "3"
"1" 29 "1" "3" 5 "3" "3"
