"wife_work" "wife_age" "wife_edu" "husband_edu" "children" "husband_job" "living_index"
"1" 26 "3" "4" 2 "3" "3"
"1" 28 "3" "4" 2 "2" "3"
"1" 30 "3" "3" 3 "3" "1"
"1" 29 "3" "4" 5 "1" "2"
"1" 24 "1" "3" 4 "3" "3"
"1" 26 "3" "4" 2 "1" "3"
"1" 25 "3" "3" 3 "3" "3"
"1" 35 "4" "4" 3 "1" "4"
"1" 19 "4" "4" 1 "2" "4"
"1" 29 "2" "3" 5 "2" "4"
"1" 21 "3" "4" 2 "3" "3"
"1" 21 "3" "3" 1 "3" "3"
"1" 41 "1" "4" 9 "2" "1"
"1" 37 "2" "4" 3 "2" "3"
"1" 27 "4" "4" 3 "3" "4"
"1" 26 "2" "3" 2 "2" "3"
"1" 25 "3" "3" 3 "2" "1"
"1" 32 "4" "3" 3 "2" "4"
"1" 34 "1" "4" 4 "3" "4"
"1" 28 "3" "4" 2 "3" "4"
"1" 24 "3" "4" 1 "3" "4"
"1" 22 "1" "2" 3 "3" "1"
"1" 25 "3" "3" 1 "2" "1"
"1" 25 "2" "3" 2 "2" "4"
"1" 38 "2" "3" 3 "2" "4"
"1" 33 "2" "2" 2 "3" "4"
"1" 41 "4" "4" 8 "1" "4"
"1" 29 "3" "3" 4 "3" "4"
"1" 29 "3" "3" 6 "3" "3"
"1" 26 "3" "4" 3 "3" "3"
"1" 28 "2" "3" 3 "3" "4"
"1" 27 "4" "4" 1 "3" "4"
"1" 29 "2" "4" 2 "3" "2"
"1" 24 "3" "4" 2 "3" "3"
"1" 29 "3" "4" 3 "3" "2"
"1" 38 "3" "4" 7 "3" "2"
"1" 20 "4" "3" 1 "3" "4"
"1" 32 "1" "4" 4 "3" "2"
"1" 25 "2" "3" 2 "3" "1"
"1" 23 "1" "2" 3 "3" "2"
"1" 23 "4" "4" 3 "3" "3"
"1" 28 "3" "4" 5 "2" "4"
"1" 22 "4" "4" 3 "3" "2"
"1" 28 "2" "4" 4 "3" "4"
"1" 26 "3" "3" 3 "3" "3"
"1" 26 "2" "3" 2 "3" "3"
"1" 24 "4" "3" 3 "3" "3"
"1" 42 "4" "4" 5 "1" "4"
"1" 27 "4" "4" 2 "3" "4"
"1" 35 "3" "4" 5 "1" "4"
"1" 21 "3" "4" 1 "3" "2"
"1" 21 "1" "3" 1 "3" "3"
"1" 22 "3" "4" 1 "3" "3"
"1" 28 "3" "3" 4 "3" "3"
"1" 23 "3" "2" 1 "3" "3"
"1" 28 "3" "3" 2 "2" "3"
"1" 33 "4" "4" 4 "2" "3"
"1" 33 "3" "4" 6 "3" "2"
"1" 22 "2" "4" 1 "3" "3"
"1" 38 "3" "3" 2 "3" "4"
"1" 35 "4" "3" 2 "3" "4"
"1" 34 "2" "2" 4 "3" "2"
"1" 39 "4" "4" 2 "3" "4"
"1" 47 "4" "3" 4 "1" "3"
"1" 43 "4" "4" 5 "1" "4"
"1" 21 "3" "3" 1 "2" "2"
"1" 30 "3" "4" 2 "1" "2"
"1" 27 "3" "4" 2 "1" "3"
"1" 22 "4" "4" 1 "3" "1"
"1" 25 "1" "2" 3 "2" "3"
"1" 22 "1" "3" 2 "3" "2"
"1" 28 "4" "4" 4 "2" "3"
"1" 25 "3" "3" 2 "2" "3"
"1" 31 "3" "3" 3 "3" "1"
"1" 32 "1" "3" 4 "3" "3"
"1" 35 "2" "4" 6 "3" "4"
"1" 24 "2" "3" 5 "3" "3"
"1" 28 "4" "4" 2 "1" "4"
"1" 47 "4" "4" 5 "1" "3"
"1" 22 "3" "4" 2 "3" "4"
"1" 30 "4" "4" 2 "4" "3"
"1" 41 "4" "4" 5 "1" "4"
"1" 19 "4" "4" 1 "3" "2"
"1" 45 "3" "4" 2 "3" "3"
"1" 35 "1" "2" 5 "2" "2"
"1" 21 "2" "2" 1 "3" "2"
"1" 32 "1" "2" 6 "2" "3"
"1" 32 "3" "4" 5 "3" "4"
"1" 41 "1" "2" 6 "3" "3"
"1" 36 "4" "4" 3 "3" "4"
"1" 37 "3" "4" 3 "3" "4"
"1" 37 "3" "4" 4 "2" "4"
"1" 35 "4" "4" 3 "3" "4"
"1" 29 "2" "3" 4 "3" "2"
"1" 28 "4" "4" 2 "2" "4"
"1" 46 "4" "4" 4 "1" "4"
"1" 34 "4" "3" 3 "2" "4"
"1" 34 "4" "4" 6 "2" "2"
"1" 27 "2" "4" 4 "3" "4"
"1" 36 "1" "3" 6 "3" "2"
"1" 21 "3" "3" 1 "3" "2"
"1" 25 "2" "2" 1 "3" "1"
"1" 25 "2" "2" 1 "3" "3"
"1" 32 "3" "4" 4 "3" "2"
"1" 37 "2" "3" 5 "4" "2"
"1" 25 "3" "4" 3 "3" "4"
"1" 26 "3" "4" 4 "2" "4"
"1" 21 "3" "3" 2 "2" "3"
"1" 20 "2" "2" 1 "3" "2"
"1" 40 "2" "3" 5 "3" "3"
"1" 41 "3" "3" 7 "2" "4"
"1" 36 "2" "4" 8 "1" "4"
"1" 40 "2" "4" 3 "3" "4"
"1" 24 "3" "4" 4 "2" "3"
"1" 20 "3" "4" 1 "2" "4"
"1" 35 "3" "4" 5 "1" "4"
"1" 38 "4" "4" 2 "3" "4"
"1" 31 "4" "4" 1 "1" "4"
"1" 25 "4" "4" 2 "2" "4"
"1" 30 "4" "4" 2 "1" "4"
"1" 22 "1" "2" 2 "3" "4"
"1" 31 "4" "4" 3 "1" "4"
"1" 29 "4" "4" 3 "3" "4"
"1" 22 "3" "4" 2 "2" "4"
"1" 45 "4" "4" 3 "1" "4"
"1" 26 "3" "4" 3 "3" "2"
"1" 37 "4" "4" 3 "3" "4"
"1" 36 "4" "4" 3 "2" "4"
"1" 33 "4" "4" 2 "2" "4"
"1" 25 "4" "4" 1 "1" "4"
"1" 31 "4" "4" 3 "4" "4"
"1" 25 "2" "3" 5 "2" "3"
"1" 26 "3" "2" 5 "2" "2"
"1" 23 "2" "3" 3 "2" "3"
"1" 28 "3" "4" 3 "1" "4"
"1" 46 "3" "4" 9 "3" "4"
"1" 25 "4" "4" 1 "1" "4"
"1" 28 "2" "3" 6 "2" "4"
"1" 36 "2" "4" 11 "1" "4"
"1" 41 "3" "2" 11 "2" "3"
"1" 23 "2" "2" 2 "3" "3"
"1" 31 "3" "4" 2 "3" "3"
"1" 49 "4" "4" 1 "3" "4"
"1" 42 "2" "3" 2 "1" "4"
"1" 26 "2" "4" 3 "3" "4"
"1" 21 "2" "2" 1 "3" "2"
"1" 29 "3" "4" 4 "1" "4"
"1" 38 "1" "2" 12 "2" "3"
"1" 25 "4" "4" 2 "3" "2"
"1" 22 "4" "4" 0 "3" "2"
"1" 20 "3" "4" 0 "3" "3"
"1" 35 "4" "4" 1 "1" "3"
"1" 32 "2" "3" 1 "3" "3"
"1" 38 "2" "4" 3 "1" "3"
"1" 27 "1" "2" 4 "1" "4"
"1" 41 "2" "4" 1 "2" "3"
"1" 33 "4" "4" 2 "1" "4"
"1" 41 "2" "2" 5 "2" "2"
"1" 40 "2" "2" 8 "1" "3"
"1" 43 "3" "4" 10 "3" "3"
"1" 32 "3" "4" 0 "3" "4"
"1" 49 "2" "3" 4 "2" "3"
"1" 47 "2" "2" 4 "3" "1"
"1" 42 "4" "4" 1 "2" "4"
"1" 48 "4" "4" 4 "1" "4"
"1" 42 "4" "4" 3 "1" "4"
"1" 37 "4" "4" 2 "1" "4"
"1" 43 "2" "3" 3 "2" "3"
"1" 44 "1" "4" 9 "1" "2"
"1" 28 "2" "3" 1 "3" "1"
"1" 28 "3" "4" 1 "2" "2"
"1" 43 "4" "4" 6 "1" "3"
"1" 34 "3" "4" 4 "1" "3"
"1" 36 "1" "4" 2 "2" "2"
"1" 35 "2" "3" 8 "3" "3"
"1" 25 "4" "4" 1 "1" "4"
"1" 43 "1" "2" 8 "2" "2"
"1" 46 "1" "4" 8 "1" "4"
"1" 27 "3" "4" 2 "1" "3"
"1" 30 "1" "1" 7 "2" "3"
"1" 25 "4" "4" 1 "3" "4"
"1" 30 "1" "3" 1 "3" "4"
"1" 27 "3" "3" 4 "2" "4"
"1" 45 "2" "3" 11 "2" "3"
"1" 29 "3" "4" 2 "1" "3"
"1" 36 "1" "4" 1 "3" "3"
"1" 49 "1" "2" 8 "3" "1"
"1" 47 "1" "4" 7 "2" "3"
"1" 30 "4" "4" 4 "2" "4"
"1" 24 "2" "3" 2 "3" "1"
"1" 48 "1" "1" 6 "2" "3"
"1" 47 "1" "2" 2 "2" "3"
"1" 48 "3" "4" 5 "2" "3"
"1" 38 "1" "2" 8 "3" "3"
"1" 45 "3" "4" 0 "1" "3"
"1" 43 "4" "4" 3 "2" "4"
"1" 33 "1" "1" 5 "3" "1"
"1" 37 "3" "4" 7 "3" "4"
"1" 36 "2" "1" 6 "2" "3"
"1" 25 "3" "4" 3 "1" "1"
"1" 35 "4" "4" 5 "1" "4"
"1" 28 "2" "4" 0 "3" "1"
"1" 45 "2" "4" 8 "2" "3"
"1" 46 "3" "1" 5 "3" "2"
"1" 21 "2" "4" 0 "2" "2"
"1" 20 "3" "4" 2 "3" "3"
"1" 28 "3" "3" 5 "3" "3"
"1" 25 "3" "3" 1 "2" "2"
"1" 38 "1" "2" 6 "2" "1"
"1" 20 "3" "4" 1 "3" "2"
"1" 24 "3" "4" 2 "2" "4"
"1" 39 "3" "1" 1 "2" "3"
"1" 25 "1" "3" 1 "4" "2"
"1" 23 "3" "4" 4 "3" "1"
"1" 26 "4" "4" 3 "1" "4"
"1" 20 "3" "4" 2 "3" "2"
"1" 22 "4" "4" 0 "2" "1"
"1" 36 "2" "3" 6 "2" "3"
"1" 45 "3" "4" 0 "1" "3"
"1" 47 "2" "2" 7 "2" "2"
"1" 30 "2" "3" 1 "2" "1"
"1" 35 "4" "4" 3 "1" "4"
"1" 18 "3" "4" 1 "3" "3"
"1" 25 "2" "3" 2 "3" "2"
"1" 21 "4" "4" 1 "3" "4"
"1" 19 "4" "4" 1 "1" "3"
"1" 26 "4" "4" 0 "3" "4"
"1" 28 "4" "4" 5 "1" "4"
"1" 39 "2" "3" 10 "3" "4"
"1" 45 "2" "3" 6 "3" "2"
"1" 30 "3" "4" 4 "2" "3"
"1" 47 "2" "4" 2 "3" "2"
"1" 38 "2" "2" 6 "3" "4"
"1" 42 "3" "3" 5 "2" "2"
"1" 31 "4" "4" 2 "1" "2"
"1" 44 "1" "2" 2 "3" "1"
"1" 28 "4" "4" 2 "1" "3"
"1" 43 "4" "4" 5 "1" "3"
"1" 27 "3" "4" 0 "3" "3"
"1" 26 "3" "4" 1 "2" "2"
"1" 48 "3" "4" 11 "1" "4"
"1" 47 "2" "3" 12 "3" "1"
"1" 22 "2" "4" 1 "3" "4"
"1" 48 "4" "4" 1 "1" "4"
"1" 42 "1" "3" 12 "2" "4"
"1" 32 "4" "4" 3 "1" "4"
"1" 45 "4" "4" 1 "1" "4"
"1" 22 "3" "4" 2 "3" "3"
"1" 46 "4" "4" 10 "1" "3"
"1" 26 "2" "3" 3 "3" "4"
"1" 47 "3" "2" 5 "4" "4"
"1" 43 "3" "4" 2 "3" "4"
"1" 20 "3" "4" 0 "3" "3"
"1" 24 "4" "4" 4 "1" "4"
"1" 41 "3" "4" 3 "2" "4"
"1" 48 "3" "4" 4 "2" "4"
"1" 32 "4" "4" 1 "1" "4"
"1" 48 "3" "4" 8 "3" "3"
"1" 31 "1" "1" 6 "3" "2"
"1" 46 "1" "2" 7 "3" "1"
"1" 45 "2" "2" 7 "3" "1"
"1" 34 "3" "4" 4 "3" "1"
"1" 16 "2" "4" 1 "3" "4"
"1" 18 "3" "2" 1 "3" "1"
"1" 22 "2" "2" 1 "3" "1"
"1" 32 "2" "2" 2 "2" "4"
"1" 22 "3" "3" 2 "2" "4"
"1" 23 "3" "2" 0 "2" "2"
"0" 22 "3" "4" 0 "3" "4"
"1" 40 "2" "2" 6 "2" "2"
"1" 29 "3" "4" 1 "2" "3"
"0" 42 "4" "4" 0 "3" "4"
"1" 29 "3" "4" 2 "3" "4"
"1" 31 "3" "2" 1 "3" "4"
"0" 28 "4" "4" 3 "1" "4"
"1" 21 "2" "3" 0 "3" "4"
"1" 26 "4" "4" 2 "1" "3"
"1" 37 "3" "4" 0 "3" "4"
"1" 24 "3" "4" 2 "2" "2"
"1" 25 "4" "4" 0 "2" "4"
"1" 22 "2" "1" 0 "2" "2"
"1" 45 "4" "4" 1 "1" "4"
"1" 47 "4" "4" 1 "1" "4"
"0" 28 "4" "4" 5 "3" "4"
"1" 24 "2" "2" 4 "3" "4"
"1" 34 "3" "3" 6 "2" "3"
"1" 47 "2" "3" 5 "1" "1"
"1" 31 "3" "4" 2 "1" "4"
"1" 26 "1" "3" 1 "3" "1"
"1" 25 "4" "4" 3 "1" "2"
"1" 47 "1" "1" 4 "2" "2"
"1" 48 "1" "1" 8 "1" "1"
"1" 38 "2" "2" 10 "3" "2"
"1" 32 "1" "3" 4 "2" "2"
"1" 47 "1" "2" 2 "2" "4"
"1" 27 "4" "4" 3 "1" "4"
"1" 40 "1" "1" 0 "3" "2"
"1" 46 "4" "4" 6 "1" "4"
"1" 33 "3" "3" 3 "3" "4"
"0" 49 "1" "2" 5 "2" "2"
"1" 21 "2" "4" 3 "3" "2"
"0" 31 "4" "4" 0 "2" "4"
"1" 42 "4" "4" 4 "3" "4"
"1" 35 "4" "4" 3 "1" "4"
"1" 31 "4" "4" 4 "3" "3"
"1" 42 "4" "4" 6 "1" "3"
"1" 49 "3" "4" 4 "3" "4"
"1" 21 "4" "4" 1 "1" "3"
"1" 28 "3" "4" 3 "1" "4"
"1" 22 "4" "4" 1 "1" "3"
"0" 36 "4" "4" 3 "1" "4"
"1" 45 "2" "2" 9 "3" "3"
"1" 40 "4" "4" 4 "1" "4"
"1" 30 "2" "2" 7 "3" "4"
"0" 35 "4" "4" 5 "1" "4"
"1" 26 "2" "4" 2 "1" "4"
"1" 45 "4" "4" 3 "1" "4"
"1" 27 "3" "3" 2 "3" "4"
"1" 32 "4" "4" 4 "1" "2"
"1" 27 "4" "4" 3 "1" "3"
"1" 28 "4" "4" 2 "1" "4"
"1" 30 "4" "4" 3 "2" "1"
"1" 34 "4" "4" 4 "2" "4"
"1" 26 "3" "4" 3 "2" "3"
"1" 44 "1" "4" 2 "1" "3"
"1" 29 "4" "4" 3 "1" "4"
"1" 26 "3" "4" 2 "3" "3"
"1" 41 "4" "4" 8 "1" "4"
"0" 32 "3" "3" 4 "3" "3"
"0" 23 "3" "1" 1 "3" "3"
"1" 38 "2" "3" 4 "1" "2"
"0" 22 "4" "4" 1 "2" "2"
"1" 34 "3" "4" 3 "1" "4"
