"wife_work" "wife_age" "wife_edu" "husband_edu" "children" "husband_job" "living_index"
"0" 30 "2" "4" 1 "3" "4"
"0" 48 "4" "3" 7 "2" "4"
"0" 46 "4" "4" 2 "1" "4"
"0" 32 "4" "4" 2 "1" "4"
"0" 33 "2" "2" 6 "3" "4"
"0" 35 "4" "4" 5 "1" "4"
"0" 32 "3" "3" 2 "3" "4"
"0" 39 "4" "4" 4 "1" "4"
"0" 27 "3" "3" 1 "2" "4"
"0" 24 "1" "4" 1 "4" "2"
"0" 31 "4" "4" 3 "4" "4"
"0" 36 "4" "4" 4 "1" "4"
"0" 44 "4" "4" 4 "2" "3"
"0" 35 "1" "3" 7 "2" "3"
"0" 31 "3" "3" 2 "3" "3"
"0" 47 "3" "4" 11 "2" "3"
"0" 38 "4" "4" 6 "3" "3"
"0" 40 "4" "4" 6 "1" "4"
"0" 44 "4" "4" 5 "1" "4"
"0" 29 "4" "4" 1 "2" "4"
"0" 29 "4" "4" 2 "1" "3"
"0" 35 "3" "4" 5 "1" "3"
"0" 35 "4" "4" 5 "1" "3"
"0" 23 "3" "3" 2 "3" "4"
"0" 35 "4" "4" 2 "1" "4"
"0" 36 "4" "4" 3 "2" "4"
"0" 32 "4" "4" 2 "1" "4"
"0" 33 "2" "3" 5 "2" "1"
"0" 29 "4" "4" 2 "1" "3"
"0" 47 "4" "4" 6 "1" "4"
"0" 43 "3" "4" 2 "2" "4"
"0" 28 "4" "4" 2 "1" "3"
"0" 27 "3" "3" 1 "3" "4"
"0" 26 "4" "4" 1 "1" "3"
"0" 24 "4" "4" 1 "1" "4"
"0" 29 "4" "4" 3 "3" "3"
"0" 47 "4" "4" 4 "1" "4"
"0" 32 "3" "3" 6 "3" "3"
"0" 29 "4" "3" 4 "3" "2"
"0" 38 "4" "4" 3 "1" "4"
"0" 27 "4" "4" 1 "1" "4"
"0" 39 "4" "4" 3 "1" "4"
"0" 36 "3" "4" 4 "2" "4"
"0" 25 "2" "3" 1 "4" "4"
"0" 41 "4" "4" 4 "2" "4"
"0" 32 "4" "4" 4 "2" "4"
"0" 41 "4" "4" 4 "2" "4"
"0" 24 "4" "4" 2 "1" "3"
"0" 42 "4" "4" 3 "1" "4"
"0" 27 "4" "4" 2 "1" "3"
"0" 35 "2" "4" 3 "3" "4"
"0" 36 "3" "4" 3 "3" "4"
"0" 35 "4" "4" 3 "3" "4"
"0" 37 "4" "4" 4 "2" "4"
"0" 46 "4" "4" 3 "1" "4"
"0" 42 "4" "3" 7 "1" "4"
"0" 32 "4" "4" 2 "2" "4"
"0" 44 "4" "4" 3 "1" "4"
"0" 41 "4" "4" 4 "1" "4"
"0" 24 "4" "4" 1 "1" "4"
"0" 36 "4" "4" 2 "1" "4"
"0" 29 "2" "4" 3 "3" "3"
"0" 32 "2" "3" 5 "2" "3"
"0" 27 "3" "3" 1 "3" "3"
"0" 37 "3" "4" 5 "2" "4"
"0" 35 "2" "3" 6 "3" "3"
"0" 40 "4" "4" 2 "1" "4"
"0" 39 "4" "3" 1 "2" "2"
"0" 29 "1" "2" 5 "1" "2"
"0" 33 "3" "4" 4 "2" "4"
"0" 43 "3" "3" 5 "3" "3"
"0" 40 "3" "4" 3 "1" "4"
"0" 21 "2" "3" 1 "3" "2"
"0" 30 "4" "4" 2 "2" "2"
"0" 33 "2" "2" 7 "2" "3"
"0" 32 "4" "4" 2 "1" "4"
"0" 32 "4" "4" 2 "1" "3"
"0" 28 "2" "2" 5 "2" "4"
"0" 32 "4" "4" 2 "3" "4"
"0" 48 "3" "4" 8 "1" "4"
"0" 37 "4" "4" 3 "1" "4"
"0" 33 "4" "4" 2 "1" "3"
"0" 32 "4" "4" 3 "1" "4"
"0" 30 "3" "3" 3 "3" "2"
"0" 44 "3" "4" 5 "1" "4"
"0" 24 "3" "3" 3 "2" "1"
"0" 27 "4" "4" 1 "1" "3"
"0" 33 "2" "3" 7 "3" "1"
"0" 35 "4" "4" 2 "1" "4"
"0" 29 "2" "4" 4 "2" "4"
"0" 22 "4" "4" 1 "2" "4"
"0" 37 "4" "4" 6 "3" "4"
"0" 23 "4" "4" 2 "2" "4"
"0" 32 "2" "3" 4 "2" "2"
"0" 22 "3" "4" 1 "1" "4"
"0" 23 "3" "2" 2 "3" "2"
"0" 26 "1" "2" 3 "3" "2"
"0" 29 "4" "4" 3 "1" "4"
"0" 29 "3" "4" 4 "1" "3"
"0" 22 "3" "4" 1 "1" "4"
"0" 30 "4" "4" 3 "2" "4"
"0" 25 "3" "4" 3 "3" "4"
"0" 30 "4" "4" 2 "3" "3"
"0" 38 "4" "4" 2 "1" "4"
"0" 26 "4" "4" 2 "3" "3"
"0" 36 "4" "4" 3 "2" "4"
"0" 26 "4" "4" 2 "1" "4"
"0" 46 "2" "3" 6 "3" "4"
"0" 43 "3" "3" 2 "3" "4"
"0" 28 "4" "4" 3 "3" "4"
"0" 28 "3" "3" 3 "2" "4"
"0" 17 "2" "2" 0 "3" "2"
"0" 23 "2" "3" 2 "3" "2"
"0" 35 "1" "2" 4 "4" "4"
"0" 31 "3" "4" 4 "3" "3"
"0" 39 "1" "2" 2 "2" "4"
"0" 35 "3" "2" 9 "3" "4"
"0" 32 "4" "4" 3 "1" "4"
"0" 32 "4" "4" 4 "1" "4"
"0" 22 "2" "2" 3 "3" "3"
"0" 30 "3" "3" 4 "2" "2"
"0" 31 "4" "4" 3 "1" "4"
"0" 29 "2" "3" 3 "3" "2"
"0" 38 "4" "4" 3 "3" "3"
"0" 32 "4" "4" 3 "1" "4"
"0" 35 "4" "4" 4 "1" "4"
"0" 34 "3" "4" 3 "3" "4"
"0" 21 "2" "1" 3 "3" "1"
"0" 25 "2" "3" 4 "3" "2"
"0" 46 "1" "2" 9 "3" "4"
"0" 35 "2" "2" 6 "3" "1"
"0" 27 "2" "4" 1 "1" "1"
"0" 25 "4" "4" 0 "3" "4"
"0" 48 "1" "1" 1 "3" "3"
"0" 23 "4" "4" 0 "1" "4"
"0" 28 "3" "4" 0 "1" "3"
"0" 23 "4" "4" 1 "3" "3"
"0" 27 "4" "4" 1 "2" "4"
"0" 39 "2" "2" 5 "3" "2"
"0" 35 "3" "4" 6 "2" "2"
"0" 23 "3" "3" 1 "2" "4"
"0" 24 "3" "4" 0 "2" "3"
"0" 24 "3" "3" 2 "3" "2"
"0" 29 "2" "4" 0 "3" "4"
"0" 45 "1" "1" 0 "2" "1"
"0" 31 "4" "4" 3 "2" "3"
"0" 33 "1" "2" 0 "3" "3"
"0" 22 "4" "4" 0 "2" "4"
"0" 42 "4" "4" 1 "1" "4"
"0" 24 "3" "4" 1 "3" "3"
"0" 49 "4" "4" 6 "1" "4"
"0" 30 "4" "4" 1 "1" "4"
"0" 30 "4" "2" 0 "3" "3"
"0" 27 "4" "4" 2 "1" "4"
"0" 28 "1" "4" 0 "4" "1"
"0" 24 "4" "4" 1 "1" "3"
"0" 31 "3" "3" 1 "3" "4"
"0" 34 "2" "2" 9 "2" "3"
"0" 28 "4" "4" 1 "1" "3"
"0" 27 "3" "4" 0 "3" "3"
"0" 38 "1" "3" 4 "2" "2"
"0" 42 "4" "4" 3 "1" "4"
"0" 34 "2" "4" 6 "3" "4"
"0" 45 "1" "3" 7 "1" "3"
"0" 28 "3" "4" 0 "3" "4"
"0" 26 "2" "3" 1 "4" "4"
"0" 37 "3" "4" 4 "2" "4"
"0" 33 "4" "4" 3 "1" "3"
"0" 45 "4" "4" 1 "1" "4"
"0" 26 "2" "3" 1 "3" "4"
"0" 25 "3" "3" 1 "2" "4"
"0" 36 "4" "3" 3 "3" "2"
"0" 31 "3" "3" 2 "3" "3"
"0" 25 "3" "2" 1 "3" "3"
"0" 20 "4" "4" 0 "2" "4"
"0" 31 "3" "4" 3 "2" "4"
"0" 36 "3" "3" 3 "2" "3"
"0" 33 "2" "2" 3 "2" "4"
"0" 38 "3" "3" 4 "3" "2"
"0" 34 "1" "3" 4 "3" "4"
"0" 41 "1" "3" 3 "2" "4"
"1" 24 "2" "3" 3 "2" "3"
"1" 45 "1" "3" 10 "3" "4"
"1" 43 "2" "3" 7 "3" "4"
"1" 42 "3" "2" 9 "3" "3"
"1" 36 "3" "3" 8 "3" "2"
"1" 19 "4" "4" 0 "3" "3"
"1" 38 "2" "3" 6 "3" "2"
"1" 27 "2" "3" 3 "3" "4"
"1" 45 "1" "1" 8 "2" "2"
"1" 42 "1" "4" 4 "1" "3"
"1" 38 "3" "4" 2 "2" "3"
"1" 26 "2" "4" 0 "4" "1"
"1" 48 "1" "1" 7 "2" "4"
"1" 39 "2" "2" 6 "2" "4"
"1" 37 "2" "2" 8 "2" "3"
"1" 39 "2" "1" 5 "2" "1"
"1" 46 "4" "4" 1 "1" "4"
"1" 39 "4" "4" 1 "1" "4"
"1" 48 "4" "4" 5 "1" "4"
"1" 40 "2" "4" 8 "3" "3"
"1" 43 "1" "2" 8 "2" "4"
"1" 31 "3" "4" 2 "1" "4"
"1" 31 "4" "4" 2 "3" "2"
"1" 33 "2" "2" 2 "3" "1"
"1" 24 "2" "3" 1 "3" "3"
"1" 42 "1" "3" 9 "3" "2"
"1" 25 "3" "3" 4 "3" "2"
"1" 42 "2" "2" 3 "3" "4"
"1" 28 "2" "2" 1 "2" "4"
"1" 28 "1" "1" 3 "3" "1"
"1" 48 "2" "4" 2 "1" "3"
"1" 40 "4" "4" 2 "1" "4"
"1" 28 "2" "2" 1 "3" "2"
"1" 25 "1" "4" 1 "2" "1"
"1" 32 "4" "4" 2 "2" "3"
"1" 45 "4" "4" 0 "2" "4"
"1" 26 "4" "4" 1 "1" "4"
"1" 49 "4" "4" 7 "2" "4"
"1" 40 "3" "4" 8 "3" "3"
"1" 36 "2" "4" 5 "2" "3"
"1" 20 "2" "2" 2 "2" "2"
"1" 37 "3" "4" 7 "2" "1"
"1" 21 "2" "3" 0 "3" "4"
"1" 49 "4" "4" 6 "1" "2"
"1" 42 "3" "3" 10 "3" "3"
"1" 20 "2" "3" 1 "2" "3"
"1" 22 "2" "3" 1 "2" "1"
"1" 24 "2" "4" 1 "3" "1"
"1" 44 "4" "2" 8 "3" "3"
"1" 30 "2" "3" 3 "3" "1"
"1" 23 "3" "4" 2 "3" "4"
"1" 47 "2" "3" 4 "2" "3"
"1" 48 "2" "3" 8 "1" "4"
"1" 29 "2" "3" 1 "1" "1"
"1" 29 "2" "3" 1 "1" "2"
"1" 21 "3" "4" 0 "2" "3"
"1" 21 "3" "4" 1 "2" "3"
"1" 45 "3" "4" 3 "1" "4"
"1" 33 "2" "3" 2 "3" "2"
"1" 24 "4" "4" 0 "1" "4"
"1" 30 "4" "4" 2 "1" "4"
"1" 33 "4" "4" 2 "1" "4"
"1" 25 "4" "4" 1 "1" "3"
"1" 35 "4" "4" 3 "1" "4"
"1" 27 "2" "4" 4 "1" "4"
"1" 25 "2" "3" 0 "2" "1"
"1" 46 "2" "4" 6 "1" "4"
"1" 26 "2" "2" 3 "2" "1"
"1" 47 "1" "2" 3 "1" "3"
"1" 41 "1" "3" 10 "2" "3"
"1" 28 "4" "4" 5 "2" "1"
"1" 17 "2" "2" 3 "3" "1"
"1" 27 "2" "3" 5 "2" "1"
"1" 27 "1" "2" 4 "3" "1"
"1" 26 "4" "3" 4 "2" "3"
"1" 23 "2" "4" 2 "3" "3"
"1" 40 "3" "3" 3 "3" "2"
"1" 22 "4" "4" 0 "1" "1"
"1" 29 "2" "3" 2 "3" "1"
"1" 26 "2" "3" 3 "3" "1"
"1" 21 "4" "4" 1 "1" "4"
"1" 31 "2" "2" 4 "3" "3"
"1" 21 "3" "4" 0 "1" "3"
"1" 37 "4" "4" 1 "1" "4"
"1" 44 "3" "4" 1 "1" "3"
"1" 49 "4" "3" 5 "2" "3"
"1" 26 "2" "3" 2 "3" "3"
"1" 38 "1" "2" 1 "2" "4"
"1" 36 "2" "3" 5 "2" "3"
"1" 26 "3" "4" 2 "3" "3"
"1" 20 "2" "3" 1 "3" "2"
"1" 31 "3" "4" 2 "1" "2"
"1" 45 "4" "4" 1 "1" "3"
"1" 36 "2" "3" 2 "3" "2"
"1" 25 "3" "4" 0 "1" "3"
"1" 48 "3" "4" 3 "3" "1"
"1" 48 "1" "2" 8 "3" "1"
"1" 28 "3" "4" 1 "3" "1"
"1" 26 "4" "4" 1 "1" "3"
"1" 24 "4" "4" 2 "3" "3"
"1" 21 "3" "3" 2 "2" "2"
"1" 30 "4" "4" 2 "3" "1"
"1" 20 "4" "4" 1 "1" "4"
"1" 33 "4" "4" 2 "1" "3"
"1" 35 "4" "4" 2 "3" "3"
"1" 30 "2" "4" 2 "3" "4"
"1" 33 "4" "4" 3 "1" "4"
"1" 45 "4" "4" 4 "2" "3"
"1" 41 "4" "4" 2 "1" "4"
"1" 43 "4" "4" 5 "1" "4"
"1" 44 "4" "4" 3 "2" "4"
"1" 21 "1" "3" 4 "3" "2"
"1" 44 "3" "4" 2 "1" "4"
"1" 23 "4" "4" 2 "2" "4"
"1" 47 "1" "2" 4 "2" "2"
"1" 47 "1" "1" 7 "2" "3"
"1" 32 "2" "4" 4 "3" "2"
"1" 45 "1" "4" 5 "1" "2"
"1" 22 "2" "2" 2 "3" "1"
"1" 23 "1" "1" 3 "2" "1"
"1" 44 "1" "3" 0 "2" "3"
"1" 34 "4" "4" 4 "2" "3"
"1" 37 "3" "4" 1 "2" "4"
"1" 49 "3" "4" 5 "1" "4"
"1" 26 "4" "4" 1 "1" "4"
"1" 22 "4" "4" 0 "2" "4"
"1" 47 "4" "4" 4 "1" "4"
"1" 22 "2" "4" 1 "2" "4"
"1" 22 "3" "3" 2 "3" "4"
"1" 25 "3" "2" 2 "3" "2"
"1" 28 "4" "4" 0 "1" "3"
"1" 25 "2" "4" 1 "2" "2"
"1" 42 "1" "3" 12 "3" "3"
"1" 33 "2" "3" 1 "3" "4"
"1" 20 "2" "4" 0 "3" "2"
"1" 36 "2" "3" 4 "3" "1"
"1" 19 "3" "3" 2 "3" "2"
"1" 27 "3" "2" 3 "3" "2"
"1" 30 "1" "2" 4 "4" "1"
"1" 44 "1" "1" 11 "4" "1"
"1" 24 "3" "3" 2 "3" "3"
"1" 45 "1" "2" 6 "3" "3"
"1" 36 "3" "4" 6 "2" "4"
"1" 30 "1" "1" 5 "2" "2"
"1" 32 "2" "4" 2 "3" "3"
